variant,spec_name,pattern,score_mod,mask_mod,rownorm,batch,heads,sq,sk,dim,value_dim,dtype,device,threads,tile_q,tile_k,median_latency_ms,calls_per_second,tokens_per_second,score_tile_elements,score_tile_bytes,score_tile_kib,q_tiles,kv_tile_interactions,is_best
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,32,32,59.75635300274007,16.734622341396,17136.253277589505,8192,32768,32.0,32,1024,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,32,64,43.61563947168179,22.92755562254836,23477.816957489522,16384,65536,64.0,32,512,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,32,128,34.64226803043857,28.86647026463007,29559.265550981192,32768,131072,128.0,32,256,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,32,256,28.303341008722782,35.331517918390304,36179.47434843167,65536,262144,256.0,32,128,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,32,512,26.552975468803197,37.660562793608165,38564.41630065476,131072,524288,512.0,32,64,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,32,1024,24.789525516098365,40.33961841466461,41307.769256616564,262144,1048576,1024.0,32,32,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,64,16,71.15511450683698,14.05380353795811,14391.094822869105,8192,32768,32.0,16,1024,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,64,32,45.72026897221804,21.87213729227295,22397.0685872875,16384,65536,64.0,16,512,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,64,64,36.39733651652932,27.474537856523224,28133.92676507978,32768,131072,128.0,16,256,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,64,128,28.325977007625625,35.30328361598227,36150.56242276584,65536,262144,256.0,16,128,False
